date,id,deptime,arrtime,price,direction
2023-08-02,0,19:45,20:45,85600,go
2023-08-02,0,19:45,20:45,98700,go
2023-08-02,4,20:05,21:05,85600,go
2023-08-02,4,20:05,21:05,100700,go
2023-08-03,0,06:20,07:20,80600,go
2023-08-03,0,06:20,07:20,98700,go
2023-08-03,0,06:20,07:20,153300,go
2023-08-03,1,07:00,08:05,91700,go
2023-08-03,1,07:00,08:05,110700,go
2023-08-03,1,07:00,08:05,170700,go
2023-08-03,2,07:20,08:25,78920,go
2023-08-03,2,07:20,08:25,98700,go
2023-08-03,1,08:05,09:10,91700,go
2023-08-03,1,08:05,09:10,110700,go
2023-08-03,3,08:30,09:30,90000,go
2023-08-03,3,08:30,09:30,98700,go
2023-08-03,2,08:40,09:40,90960,go
2023-08-03,2,08:40,09:40,98700,go
2023-08-03,1,09:00,10:05,91700,go
2023-08-03,1,09:00,10:05,110700,go
2023-08-03,2,09:40,10:40,88380,go
2023-08-03,2,09:40,10:40,98700,go
2023-08-03,1,10:25,11:30,101700,go
2023-08-03,1,10:25,11:30,110700,go
2023-08-03,1,10:25,11:30,170700,go
2023-08-03,2,11:00,12:00,95260,go
2023-08-03,2,11:00,12:00,98700,go
2023-08-03,3,11:40,12:40,94000,go
2023-08-03,3,11:40,12:40,98700,go
2023-08-03,2,12:00,13:00,95260,go
2023-08-03,2,12:00,13:00,98700,go
2023-08-03,1,12:20,13:25,101700,go
2023-08-03,1,12:20,13:25,110700,go
2023-08-03,2,12:50,13:50,97840,go
2023-08-03,2,12:50,13:50,98700,go
2023-08-03,1,14:00,15:05,101700,go
2023-08-03,1,14:00,15:05,110700,go
2023-08-03,1,14:00,15:05,170700,go
2023-08-03,2,14:20,15:25,93540,go
2023-08-03,2,14:20,15:25,98700,go
2023-08-03,3,14:50,15:50,94000,go
2023-08-03,3,14:50,15:50,98700,go
2023-08-03,2,15:40,16:40,93540,go
2023-08-03,2,15:40,16:40,98700,go
2023-08-03,1,16:00,17:05,91700,go
2023-08-03,1,16:00,17:05,110700,go
2023-08-03,2,16:40,17:40,89240,go
2023-08-03,2,16:40,17:40,98700,go
2023-08-03,1,17:20,18:25,91700,go
2023-08-03,1,17:20,18:25,110700,go
2023-08-03,1,17:20,18:25,170700,go
2023-08-03,2,17:40,18:40,89240,go
2023-08-03,2,17:40,18:40,98700,go
2023-08-03,3,18:20,19:20,90000,go
2023-08-03,3,18:20,19:20,98700,go
2023-08-03,2,19:00,20:00,90960,go
2023-08-03,2,19:00,20:00,98700,go
2023-08-03,1,19:25,20:35,101700,go
2023-08-03,1,19:25,20:35,110700,go
2023-08-03,4,19:40,20:40,88600,go
2023-08-03,4,19:40,20:40,100700,go
2023-08-03,0,19:45,20:45,91600,go
2023-08-03,0,19:45,20:45,98700,go
2023-08-03,4,20:05,21:05,90600,go
2023-08-03,4,20:05,21:05,100700,go
2023-08-03,2,20:20,21:35,90960,go
2023-08-03,2,20:20,21:35,98700,go
2023-08-04,0,06:20,07:20,80600,go
2023-08-04,0,06:20,07:20,98700,go
2023-08-04,1,07:00,08:05,91700,go
2023-08-04,1,07:00,08:05,110700,go
2023-08-04,1,07:00,08:05,170700,go
2023-08-04,2,07:20,08:25,84940,go
2023-08-04,2,07:20,08:25,98700,go
2023-08-04,1,08:05,09:10,110700,go
2023-08-04,3,08:30,09:30,90000,go
2023-08-04,3,08:30,09:30,98700,go
2023-08-04,2,08:40,09:40,90960,go
2023-08-04,2,08:40,09:40,98700,go
2023-08-04,1,09:00,10:05,101700,go
2023-08-04,1,09:00,10:05,110700,go
2023-08-04,2,09:40,10:40,97840,go
2023-08-04,2,09:40,10:40,98700,go
2023-08-04,1,10:25,11:30,101700,go
2023-08-04,1,10:25,11:30,110700,go
2023-08-04,1,10:25,11:30,170700,go
2023-08-04,2,11:00,12:00,95260,go
2023-08-04,2,11:00,12:00,98700,go
2023-08-04,3,11:40,12:40,94000,go
2023-08-04,3,11:40,12:40,98700,go
2023-08-04,2,12:00,13:05,93540,go
2023-08-04,2,12:00,13:05,98700,go
2023-08-04,1,12:20,13:25,101700,go
2023-08-04,1,12:20,13:25,110700,go
2023-08-04,2,12:50,13:50,97840,go
2023-08-04,2,12:50,13:50,98700,go
2023-08-04,1,14:00,15:05,101700,go
2023-08-04,1,14:00,15:05,110700,go
2023-08-04,1,14:00,15:05,170700,go
2023-08-04,2,14:20,15:25,93540,go
2023-08-04,2,14:20,15:25,98700,go
2023-08-04,3,14:50,15:50,94000,go
2023-08-04,3,14:50,15:50,98700,go
2023-08-04,2,15:40,16:40,97840,go
2023-08-04,2,15:40,16:40,98700,go
2023-08-04,1,16:00,17:05,101700,go
2023-08-04,1,16:00,17:05,110700,go
2023-08-04,2,16:40,17:40,97840,go
2023-08-04,2,16:40,17:40,98700,go
2023-08-04,1,17:20,18:25,101700,go
2023-08-04,1,17:20,18:25,110700,go
2023-08-04,1,17:20,18:25,170700,go
2023-08-04,2,17:40,18:40,97840,go
2023-08-04,2,17:40,18:40,98700,go
2023-08-04,3,18:20,19:20,94000,go
2023-08-04,3,18:20,19:20,98700,go
2023-08-04,2,19:00,20:00,97840,go
2023-08-04,2,19:00,20:00,98700,go
2023-08-04,1,19:25,20:35,101700,go
2023-08-04,1,19:25,20:35,110700,go
2023-08-04,4,19:40,20:40,94600,go
2023-08-04,4,19:40,20:40,100700,go
2023-08-04,0,19:45,20:45,95600,go
2023-08-04,0,19:45,20:45,98700,go
2023-08-04,4,20:05,21:05,95600,go
2023-08-04,4,20:05,21:05,100700,go
2023-08-04,2,20:20,21:35,97840,go
2023-08-04,2,20:20,21:35,98700,go
2023-08-05,0,06:20,07:20,75600,go
2023-08-05,0,06:20,07:20,98700,go
2023-08-05,1,07:00,08:05,81700,go
2023-08-05,1,07:00,08:05,110700,go
2023-08-05,1,07:00,08:05,170700,go
2023-08-05,2,07:20,08:25,76340,go
2023-08-05,2,07:20,08:25,98700,go
2023-08-05,1,08:05,09:10,81700,go
2023-08-05,1,08:05,09:10,110700,go
2023-08-05,3,08:30,09:30,76700,go
2023-08-05,3,08:30,09:30,98700,go
2023-08-05,2,08:40,09:40,82360,go
2023-08-05,2,08:40,09:40,98700,go
2023-08-05,1,09:00,10:05,91700,go
2023-08-05,1,09:00,10:05,110700,go
2023-08-05,2,09:40,10:40,90960,go
2023-08-05,2,09:40,10:40,98700,go
2023-08-05,1,10:25,11:30,91700,go
2023-08-05,1,10:25,11:30,110700,go
2023-08-05,2,11:00,12:00,89240,go
2023-08-05,2,11:00,12:00,98700,go
2023-08-05,3,11:40,12:40,84700,go
2023-08-05,3,11:40,12:40,98700,go
2023-08-05,2,12:00,13:05,93540,go
2023-08-05,2,12:00,13:05,98700,go
2023-08-05,1,12:20,13:25,101700,go
2023-08-05,1,12:20,13:25,110700,go
2023-08-05,2,12:50,13:50,97840,go
2023-08-05,2,12:50,13:50,98700,go
2023-08-05,1,14:00,15:05,91700,go
2023-08-05,1,14:00,15:05,110700,go
2023-08-05,1,14:00,15:05,170700,go
2023-08-05,2,14:20,15:25,90960,go
2023-08-05,2,14:20,15:25,98700,go
2023-08-05,3,14:50,15:50,84700,go
2023-08-05,3,14:50,15:50,98700,go
2023-08-05,2,15:40,16:40,89240,go
2023-08-05,2,15:40,16:40,98700,go
2023-08-05,1,16:00,17:05,91700,go
2023-08-05,1,16:00,17:05,110700,go
2023-08-05,2,16:40,17:40,90960,go
2023-08-05,2,16:40,17:40,98700,go
2023-08-05,1,17:20,18:25,91700,go
2023-08-05,1,17:20,18:25,110700,go
2023-08-05,2,17:40,18:40,89240,go
2023-08-05,2,17:40,18:40,98700,go
2023-08-05,3,18:20,19:20,84700,go
2023-08-05,3,18:20,19:20,98700,go
2023-08-05,2,19:00,20:00,84940,go
2023-08-05,2,19:00,20:00,98700,go
2023-08-05,1,19:25,20:35,91700,go
2023-08-05,1,19:25,20:35,110700,go
2023-08-05,4,19:40,20:40,85600,go
2023-08-05,4,19:40,20:40,100700,go
2023-08-05,0,19:45,20:45,85600,go
2023-08-05,0,19:45,20:45,98700,go
2023-08-05,4,20:05,21:05,84600,go
2023-08-05,4,20:05,21:05,100700,go
2023-08-05,2,20:20,21:35,84940,go
2023-08-05,2,20:20,21:35,98700,go
2023-08-06,0,06:20,07:20,80600,go
2023-08-06,0,06:20,07:20,98700,go
2023-08-06,1,07:00,08:05,91700,go
2023-08-06,1,07:00,08:05,110700,go
2023-08-06,1,07:00,08:05,170700,go
2023-08-06,2,07:20,08:25,80640,go
2023-08-06,2,07:20,08:25,98700,go
2023-08-06,1,08:05,09:10,91700,go
2023-08-06,1,08:05,09:10,110700,go
2023-08-06,3,08:30,09:30,82000,go
2023-08-06,3,08:30,09:30,98700,go
2023-08-06,2,08:40,09:40,90960,go
2023-08-06,2,08:40,09:40,98700,go
2023-08-06,1,09:00,10:05,91700,go
2023-08-06,1,09:00,10:05,110700,go
2023-08-06,2,09:40,10:40,90100,go
2023-08-06,2,09:40,10:40,98700,go
2023-08-06,1,10:25,11:30,91700,go
2023-08-06,1,10:25,11:30,110700,go
2023-08-06,1,10:25,11:30,170700,go
2023-08-06,2,11:00,12:00,90100,go
2023-08-06,2,11:00,12:00,98700,go
2023-08-06,3,11:40,12:40,86000,go
2023-08-06,3,11:40,12:40,98700,go
2023-08-06,2,12:00,13:05,93540,go
2023-08-06,2,12:00,13:05,98700,go
2023-08-06,1,12:20,13:25,101700,go
2023-08-06,1,12:20,13:25,110700,go
2023-08-06,2,12:50,13:50,97840,go
2023-08-06,2,12:50,13:50,98700,go
2023-08-06,1,14:00,15:05,101700,go
2023-08-06,1,14:00,15:05,110700,go
2023-08-06,2,14:20,15:25,93540,go
2023-08-06,2,14:20,15:25,98700,go
2023-08-06,3,14:50,15:50,90000,go
2023-08-06,3,14:50,15:50,98700,go
2023-08-06,2,15:40,16:40,97840,go
2023-08-06,2,15:40,16:40,98700,go
2023-08-06,1,16:00,17:05,110700,go
2023-08-06,2,16:40,17:40,97840,go
2023-08-06,2,16:40,17:40,98700,go
2023-08-06,1,17:20,18:25,110700,go
2023-08-06,1,17:20,18:25,170700,go
2023-08-06,3,18:20,19:20,94000,go
2023-08-06,3,18:20,19:20,98700,go
2023-08-06,2,19:00,20:00,97840,go
2023-08-06,2,19:00,20:00,98700,go
2023-08-06,1,19:25,20:35,110700,go
2023-08-06,4,19:40,20:40,98600,go
2023-08-06,4,19:40,20:40,100700,go
2023-08-06,0,19:45,20:45,98700,go
2023-08-06,4,20:05,21:05,100700,go
2023-08-07,0,06:20,07:20,75600,go
2023-08-07,0,06:20,07:20,98700,go
2023-08-07,1,07:00,08:05,101700,go
2023-08-07,1,07:00,08:05,110700,go
2023-08-07,1,07:00,08:05,170700,go
2023-08-07,2,07:20,08:25,78060,go
2023-08-07,2,07:20,08:25,98700,go
2023-08-07,1,08:05,09:10,91700,go
2023-08-07,1,08:05,09:10,110700,go
2023-08-07,3,08:30,09:30,78000,go
2023-08-07,3,08:30,09:30,98700,go
2023-08-07,2,08:40,09:40,90960,go
2023-08-07,2,08:40,09:40,98700,go
2023-08-07,1,09:00,10:05,101700,go
2023-08-07,1,09:00,10:05,110700,go
2023-08-07,2,09:40,10:40,89240,go
2023-08-07,2,09:40,10:40,98700,go
2023-08-07,1,10:25,11:30,101700,go
2023-08-07,1,10:25,11:30,110700,go
2023-08-07,1,10:25,11:30,170700,go
2023-08-07,2,11:00,12:00,92680,go
2023-08-07,2,11:00,12:00,98700,go
2023-08-07,3,11:40,12:40,86000,go
2023-08-07,3,11:40,12:40,98700,go
2023-08-07,2,12:00,13:05,92680,go
2023-08-07,2,12:00,13:05,98700,go
2023-08-07,1,12:20,13:25,101700,go
2023-08-07,1,12:20,13:25,110700,go
2023-08-07,2,12:50,13:50,90960,go
2023-08-07,2,12:50,13:50,98700,go
2023-08-07,1,14:00,15:05,101700,go
2023-08-07,1,14:00,15:05,110700,go
2023-08-07,1,14:00,15:05,170700,go
2023-08-07,2,14:20,15:25,93540,go
2023-08-07,2,14:20,15:25,98700,go
2023-08-07,3,14:50,15:50,86000,go
2023-08-07,3,14:50,15:50,98700,go
2023-08-07,2,15:40,16:40,90960,go
2023-08-07,2,15:40,16:40,98700,go
2023-08-07,1,16:00,17:05,101700,go
2023-08-07,1,16:00,17:05,110700,go
2023-08-07,2,16:40,17:40,89240,go
2023-08-07,2,16:40,17:40,98700,go
2023-08-07,1,17:20,18:25,91700,go
2023-08-07,1,17:20,18:25,110700,go
2023-08-07,1,17:20,18:25,170700,go
2023-08-07,2,17:40,18:40,89240,go
2023-08-07,2,17:40,18:40,98700,go
2023-08-07,3,18:20,19:20,82000,go
2023-08-07,3,18:20,19:20,98700,go
2023-08-07,2,19:00,20:00,84940,go
2023-08-07,2,19:00,20:00,98700,go
2023-08-07,1,19:25,20:35,91700,go
2023-08-07,1,19:25,20:35,110700,go
2023-08-07,4,19:40,20:40,82600,go
2023-08-07,4,19:40,20:40,100700,go
2023-08-07,0,19:45,20:45,85600,go
2023-08-07,0,19:45,20:45,98700,go
2023-08-07,4,20:05,21:05,84600,go
2023-08-07,4,20:05,21:05,100700,go
2023-08-07,2,20:20,21:35,89240,go
2023-08-07,2,20:20,21:35,98700,go
2023-08-08,0,06:20,07:20,85600,go
2023-08-08,0,06:20,07:20,98700,go
2023-08-08,1,07:00,08:05,91700,go
2023-08-08,1,07:00,08:05,110700,go
2023-08-08,1,07:00,08:05,170700,go
2023-08-08,2,07:20,08:25,84940,go
2023-08-08,5,07:20,08:25,98700,go
2023-08-08,2,07:20,08:25,98700,go
2023-08-08,1,08:05,09:10,91700,go
2023-08-08,1,08:05,09:10,110700,go
2023-08-08,3,08:30,09:30,86000,go
2023-08-08,3,08:30,09:30,98700,go
2023-08-08,2,08:40,09:40,90960,go
2023-08-08,5,08:40,09:40,98700,go
2023-08-08,2,08:40,09:40,98700,go
2023-08-08,1,09:00,10:05,91700,go
2023-08-08,1,09:00,10:05,110700,go
2023-08-08,2,09:40,10:40,92680,go
2023-08-08,5,09:40,10:40,98700,go
2023-08-08,2,09:40,10:40,98700,go
2023-08-08,1,10:25,11:30,91700,go
2023-08-08,1,10:25,11:30,110700,go
2023-08-08,1,10:25,11:30,170700,go
2023-08-08,2,11:00,12:00,90960,go
2023-08-08,5,11:00,12:00,98700,go
2023-08-08,2,11:00,12:00,98700,go
2023-08-08,3,11:40,12:40,86000,go
2023-08-08,3,11:40,12:40,98700,go
2023-08-08,2,12:00,13:05,90960,go
2023-08-08,5,12:00,13:05,98700,go
2023-08-08,2,12:00,13:05,98700,go
2023-08-08,1,12:20,13:25,91700,go
2023-08-08,1,12:20,13:25,110700,go
2023-08-08,2,12:50,13:50,90960,go
2023-08-08,5,12:50,13:50,98700,go
2023-08-08,2,12:50,13:50,98700,go
2023-08-08,1,14:00,15:05,91700,go
2023-08-08,1,14:00,15:05,110700,go
2023-08-08,1,14:00,15:05,170700,go
2023-08-08,2,14:20,15:25,92680,go
2023-08-08,5,14:20,15:25,98700,go
2023-08-08,2,14:20,15:25,98700,go
2023-08-08,3,14:50,15:50,86000,go
2023-08-08,3,14:50,15:50,98700,go
2023-08-08,2,15:40,16:40,90960,go
2023-08-08,5,15:40,16:40,98700,go
2023-08-08,2,15:40,16:40,98700,go
2023-08-08,1,16:00,17:05,91700,go
2023-08-08,1,16:00,17:05,110700,go
2023-08-08,2,16:40,17:40,90960,go
2023-08-08,5,16:40,17:40,98700,go
2023-08-08,2,16:40,17:40,98700,go
2023-08-08,1,17:20,18:25,91700,go
2023-08-08,1,17:20,18:25,110700,go
2023-08-08,1,17:20,18:25,170700,go
2023-08-08,2,17:40,18:40,90960,go
2023-08-08,5,17:40,18:40,98700,go
2023-08-08,2,17:40,18:40,98700,go
2023-08-08,3,18:20,19:20,86000,go
2023-08-08,3,18:20,19:20,98700,go
2023-08-08,2,19:00,20:00,84940,go
2023-08-08,5,19:00,20:00,98700,go
2023-08-08,2,19:00,20:00,98700,go
2023-08-08,1,19:25,20:35,91700,go
2023-08-08,1,19:25,20:35,110700,go
2023-08-08,4,19:40,20:40,84600,go
2023-08-08,4,19:40,20:40,100700,go
2023-08-08,0,19:45,20:45,85600,go
2023-08-08,0,19:45,20:45,98700,go
2023-08-08,4,20:05,21:05,84600,go
2023-08-08,4,20:05,21:05,100700,go
2023-08-08,2,20:20,21:35,84940,go
2023-08-08,2,20:20,21:35,98700,go
2023-08-09,0,06:20,07:20,80600,go
2023-08-09,0,06:20,07:20,98700,go
2023-08-09,1,07:00,08:05,81700,go
2023-08-09,1,07:00,08:05,110700,go
2023-08-09,1,07:00,08:05,170700,go
2023-08-09,2,07:20,08:25,80640,go
2023-08-09,5,07:20,08:25,98700,go
2023-08-09,2,07:20,08:25,98700,go
2023-08-09,1,08:05,09:10,91700,go
2023-08-09,1,08:05,09:10,110700,go
2023-08-09,3,08:30,09:30,86000,go
2023-08-09,3,08:30,09:30,98700,go
2023-08-09,2,08:40,09:40,90960,go
2023-08-09,5,08:40,09:40,98700,go
2023-08-09,2,08:40,09:40,98700,go
2023-08-09,1,09:00,10:05,91700,go
2023-08-09,1,09:00,10:05,110700,go
2023-08-09,2,09:40,10:40,90960,go
2023-08-09,5,09:40,10:40,98700,go
2023-08-09,2,09:40,10:40,98700,go
2023-08-09,1,10:25,11:30,91700,go
2023-08-09,1,10:25,11:30,110700,go
2023-08-09,1,10:25,11:30,170700,go
2023-08-09,2,11:00,12:00,90960,go
2023-08-09,5,11:00,12:00,98700,go
2023-08-09,2,11:00,12:00,98700,go
2023-08-09,3,11:40,12:40,86000,go
2023-08-09,3,11:40,12:40,98700,go
2023-08-09,2,12:00,13:05,90960,go
2023-08-09,5,12:00,13:05,98700,go
2023-08-09,2,12:00,13:05,98700,go
2023-08-09,1,12:20,13:25,91700,go
2023-08-09,1,12:20,13:25,110700,go
2023-08-09,2,12:50,13:50,90960,go
2023-08-09,5,12:50,13:50,98700,go
2023-08-09,2,12:50,13:50,98700,go
2023-08-09,1,14:00,15:05,91700,go
2023-08-09,1,14:00,15:05,110700,go
2023-08-09,1,14:00,15:05,170700,go
2023-08-09,2,14:20,15:25,90960,go
2023-08-09,5,14:20,15:25,98700,go
2023-08-09,2,14:20,15:25,98700,go
2023-08-09,3,14:50,15:50,86000,go
2023-08-09,3,14:50,15:50,98700,go
2023-08-09,2,15:40,16:40,90960,go
2023-08-09,5,15:40,16:40,98700,go
2023-08-09,2,15:40,16:40,98700,go
2023-08-09,1,16:00,17:05,91700,go
2023-08-09,1,16:00,17:05,110700,go
2023-08-09,2,16:40,17:40,92680,go
2023-08-09,2,16:40,17:40,98700,go
2023-08-09,1,17:20,18:25,91700,go
2023-08-09,1,17:20,18:25,110700,go
2023-08-09,1,17:20,18:25,170700,go
2023-08-09,3,18:20,19:20,86000,go
2023-08-09,3,18:20,19:20,98700,go
2023-08-09,2,19:00,20:00,90960,go
2023-08-09,5,19:00,20:00,98700,go
2023-08-09,2,19:00,20:00,98700,go
2023-08-09,1,19:25,20:35,101700,go
2023-08-09,1,19:25,20:35,110700,go
2023-08-09,4,19:40,20:40,90600,go
2023-08-09,4,19:40,20:40,100700,go
2023-08-09,0,19:45,20:45,91600,go
2023-08-09,0,19:45,20:45,98700,go
2023-08-09,4,20:05,21:05,88600,go
2023-08-09,4,20:05,21:05,100700,go
2023-08-09,2,20:20,21:35,89240,go
2023-08-09,2,20:20,21:35,98700,go
2023-08-10,0,06:20,07:20,85600,go
2023-08-10,0,06:20,07:20,98700,go
2023-08-10,0,06:20,07:20,153300,go
2023-08-10,1,07:00,08:05,101700,go
2023-08-10,1,07:00,08:05,110700,go
2023-08-10,1,07:00,08:05,170700,go
2023-08-10,2,07:20,08:25,84940,go
2023-08-10,2,07:20,08:25,98700,go
2023-08-10,5,07:20,08:25,98700,go
2023-08-10,1,08:05,09:10,91700,go
2023-08-10,1,08:05,09:10,110700,go
2023-08-10,3,08:30,09:30,86000,go
2023-08-10,3,08:30,09:30,98700,go
2023-08-10,2,08:40,09:40,86660,go
2023-08-10,2,08:40,09:40,98700,go
2023-08-10,5,08:40,09:40,98700,go
2023-08-10,1,09:00,10:05,101700,go
2023-08-10,1,09:00,10:05,110700,go
2023-08-10,2,09:40,10:40,93540,go
2023-08-10,2,09:40,10:40,98700,go
2023-08-10,5,09:40,10:40,98700,go
2023-08-10,1,10:25,11:30,101700,go
2023-08-10,1,10:25,11:30,110700,go
2023-08-10,1,10:25,11:30,170700,go
2023-08-10,2,11:00,12:00,86660,go
2023-08-10,2,11:00,12:00,98700,go
2023-08-10,5,11:00,12:00,98700,go
2023-08-10,3,11:40,12:40,86000,go
2023-08-10,3,11:40,12:40,98700,go
2023-08-10,2,12:00,13:00,86660,go
2023-08-10,2,12:00,13:00,98700,go
2023-08-10,5,12:00,13:00,98700,go
2023-08-10,1,12:20,13:25,91700,go
2023-08-10,1,12:20,13:25,110700,go
2023-08-10,2,12:50,13:50,93540,go
2023-08-10,2,12:50,13:50,98700,go
2023-08-10,5,12:50,13:50,98700,go
2023-08-10,1,14:00,15:05,91700,go
2023-08-10,1,14:00,15:05,110700,go
2023-08-10,1,14:00,15:05,170700,go
2023-08-10,2,14:20,15:25,88380,go
2023-08-10,2,14:20,15:25,98700,go
2023-08-10,5,14:20,15:25,98700,go
2023-08-10,3,14:50,15:50,86000,go
2023-08-10,3,14:50,15:50,98700,go
2023-08-10,2,15:40,16:40,88380,go
2023-08-10,2,15:40,16:40,98700,go
2023-08-10,5,15:40,16:40,98700,go
2023-08-10,1,16:00,17:05,91700,go
2023-08-10,1,16:00,17:05,110700,go
2023-08-10,2,16:40,17:40,89240,go
2023-08-10,2,16:40,17:40,98700,go
2023-08-10,5,16:40,17:40,98700,go
2023-08-10,1,17:20,18:25,101700,go
2023-08-10,1,17:20,18:25,110700,go
2023-08-10,1,17:20,18:25,170700,go
2023-08-10,2,17:40,18:40,86660,go
2023-08-10,2,17:40,18:40,98700,go
2023-08-10,5,17:40,18:40,98700,go
2023-08-10,3,18:20,19:20,86000,go
2023-08-10,3,18:20,19:20,98700,go
2023-08-10,2,19:00,20:00,86660,go
2023-08-10,2,19:00,20:00,98700,go
2023-08-10,5,19:00,20:00,98700,go
2023-08-10,1,19:25,20:35,101700,go
2023-08-10,1,19:25,20:35,110700,go
2023-08-10,4,19:40,20:40,88600,go
2023-08-10,4,19:40,20:40,100700,go
2023-08-10,0,19:45,20:45,91600,go
2023-08-10,0,19:45,20:45,98700,go
2023-08-10,4,20:05,21:05,90600,go
2023-08-10,4,20:05,21:05,100700,go
2023-08-10,2,20:20,21:35,90960,go
2023-08-10,2,20:20,21:35,98700,go
2023-08-10,5,20:20,21:35,98700,go
2023-08-11,0,06:20,07:20,85600,go
2023-08-11,0,06:20,07:20,98700,go
2023-08-11,1,07:00,08:05,91700,go
2023-08-11,1,07:00,08:05,110700,go
2023-08-11,1,07:00,08:05,170700,go
2023-08-11,2,07:20,08:25,84940,go
2023-08-11,2,07:20,08:25,98700,go
2023-08-11,1,08:05,09:10,101700,go
2023-08-11,1,08:05,09:10,110700,go
2023-08-11,3,08:30,09:30,94000,go
2023-08-11,3,08:30,09:30,98700,go
2023-08-11,2,08:40,09:40,93540,go
2023-08-11,2,08:40,09:40,98700,go
2023-08-11,1,09:00,10:05,101700,go
2023-08-11,1,09:00,10:05,110700,go
2023-08-11,2,09:40,10:40,97840,go
2023-08-11,2,09:40,10:40,98700,go
2023-08-11,1,10:25,11:30,101700,go
2023-08-11,1,10:25,11:30,110700,go
2023-08-11,1,10:25,11:30,170700,go
2023-08-11,2,11:00,12:00,93540,go
2023-08-11,2,11:00,12:00,98700,go
2023-08-11,3,11:40,12:40,94000,go
2023-08-11,3,11:40,12:40,98700,go
2023-08-11,2,12:00,13:05,93540,go
2023-08-11,2,12:00,13:05,98700,go
2023-08-11,1,12:20,13:25,101700,go
2023-08-11,1,12:20,13:25,110700,go
2023-08-11,2,12:50,13:50,97840,go
2023-08-11,2,12:50,13:50,98700,go
2023-08-11,1,14:00,15:05,101700,go
2023-08-11,1,14:00,15:05,110700,go
2023-08-11,1,14:00,15:05,170700,go
2023-08-11,2,14:20,15:25,93540,go
2023-08-11,2,14:20,15:25,98700,go
2023-08-11,3,14:50,15:50,94000,go
2023-08-11,3,14:50,15:50,98700,go
2023-08-11,2,15:40,16:40,97840,go
2023-08-11,2,15:40,16:40,98700,go
2023-08-11,1,16:00,17:05,101700,go
2023-08-11,1,16:00,17:05,110700,go
2023-08-11,2,16:40,17:40,97840,go
2023-08-11,2,16:40,17:40,98700,go
2023-08-11,1,17:20,18:25,101700,go
2023-08-11,1,17:20,18:25,110700,go
2023-08-11,1,17:20,18:25,170700,go
2023-08-11,3,18:20,19:20,94000,go
2023-08-11,3,18:20,19:20,98700,go
2023-08-11,2,19:00,20:00,97840,go
2023-08-11,2,19:00,20:00,98700,go
2023-08-11,1,19:25,20:35,110700,go
2023-08-11,4,19:40,20:40,98600,go
2023-08-11,4,19:40,20:40,100700,go
2023-08-11,0,19:45,20:45,98700,go
2023-08-11,4,20:05,21:05,96600,go
2023-08-11,4,20:05,21:05,100700,go
2023-08-11,2,20:20,21:35,97840,go
2023-08-11,2,20:20,21:35,98700,go
2023-08-12,0,06:20,07:20,91600,go
2023-08-12,0,06:20,07:20,98700,go
2023-08-12,1,07:00,08:05,101700,go
2023-08-12,1,07:00,08:05,110700,go
2023-08-12,1,07:00,08:05,170700,go
2023-08-12,2,07:20,08:25,90960,go
2023-08-12,2,07:20,08:25,98700,go
2023-08-12,1,08:05,09:10,101700,go
2023-08-12,1,08:05,09:10,110700,go
2023-08-12,3,08:30,09:30,98100,go
2023-08-12,2,08:40,09:40,97840,go
2023-08-12,2,08:40,09:40,98700,go
2023-08-12,1,09:00,10:05,110700,go
2023-08-12,2,09:40,10:40,97840,go
2023-08-12,2,09:40,10:40,98700,go
2023-08-12,1,10:25,11:30,110700,go
2023-08-12,1,10:25,11:30,170700,go
2023-08-12,2,11:00,12:00,97840,go
2023-08-12,2,11:00,12:00,98700,go
2023-08-12,3,11:40,12:40,98100,go
2023-08-12,2,12:00,13:05,97840,go
2023-08-12,2,12:00,13:05,98700,go
2023-08-12,1,12:20,13:25,101700,go
2023-08-12,1,12:20,13:25,110700,go
2023-08-12,1,14:00,15:05,101700,go
2023-08-12,1,14:00,15:05,110700,go
2023-08-12,1,14:00,15:05,170700,go
2023-08-12,2,14:20,15:25,97840,go
2023-08-12,2,14:20,15:25,98700,go
2023-08-12,3,14:50,15:50,98100,go
2023-08-12,2,15:40,16:40,97840,go
2023-08-12,2,15:40,16:40,98700,go
2023-08-12,1,16:00,17:05,101700,go
2023-08-12,1,16:00,17:05,110700,go
2023-08-12,2,16:40,17:40,93540,go
2023-08-12,2,16:40,17:40,98700,go
2023-08-12,1,17:20,18:25,91700,go
2023-08-12,1,17:20,18:25,110700,go
2023-08-12,1,17:20,18:25,170700,go
2023-08-12,3,18:20,19:20,98100,go
2023-08-12,2,19:00,20:00,93540,go
2023-08-12,2,19:00,20:00,98700,go
2023-08-12,1,19:25,20:35,110700,go
2023-08-12,4,19:40,20:40,98600,go
2023-08-12,4,19:40,20:40,100700,go
2023-08-12,0,19:45,20:45,98700,go
2023-08-12,4,20:05,21:05,100700,go
2023-08-12,2,20:20,21:35,93540,go
2023-08-12,2,20:20,21:35,98700,go
2023-08-13,0,06:20,07:20,80600,go
2023-08-13,0,06:20,07:20,98700,go
2023-08-13,1,07:00,08:05,91700,go
2023-08-13,1,07:00,08:05,110700,go
2023-08-13,2,07:20,08:25,84940,go
2023-08-13,2,07:20,08:25,98700,go
2023-08-13,1,08:05,09:10,101700,go
2023-08-13,1,08:05,09:10,110700,go
2023-08-13,3,08:30,09:30,98100,go
