date,name,star,img,lowest_price,link,location,type
2023-08-01,농심 호텔,8.4,https://search.pstatic.net/common/?src=https://media.datahc.com/HI595199409.jpg&type=f320_240_hotel,198864,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Nongshim&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,동래구,0
2023-08-01,부산 시티 호텔,8.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI736587443.jpg&type=f320_240_hotel,123936,https://hotels.naver.com/item?hotelFileName=hotel%3ABusan_City_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,연제구,0
2023-08-01,코오롱 씨클라우드 호텔,6.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI798149107.jpg&type=f320_240_hotel,359227,https://hotels.naver.com/item?hotelFileName=hotel%3AKolon_Seacloud_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,해운대 센텀 호텔,8.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI587509078.jpg&type=f320_240_hotel,129888,https://hotels.naver.com/item?hotelFileName=hotel%3AHaeundae_Centum_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,파크 하얏트 부산,8.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI312756074.jpg&type=f320_240_hotel,574200,https://hotels.naver.com/item?hotelFileName=hotel%3APark_Hyatt_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,레이어스 호텔 부산 하단,8.4,https://search.pstatic.net/common/?src=https://media.datahc.com/HI787906601.jpg&type=f320_240_hotel,59770,https://hotels.naver.com/item?hotelFileName=hotel%3ABusan_Layers_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,사하구,0
2023-08-01,해운대 씨클라우드 호텔 레지던스,7.2,https://search.pstatic.net/common/?src=https://media.datahc.com/HI776964103.jpg&type=f320_240_hotel,211378,https://hotels.naver.com/item?hotelFileName=hotel%3AHaeundae_Seacloud_Hotel_Residence&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,호텔아델라,8.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI804170960.jpg&type=f320_240_hotel,152100,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Adela&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,영도구,0
2023-08-01,베니키아 프리미어 호텔 해운대,7.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI557247152.jpg&type=f320_240_hotel,161100,https://hotels.naver.com/item?hotelFileName=hotel%3ABenikea_Hotel_Haeundae&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,일루아 호텔,8.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI738936594.jpg&type=f320_240_hotel,191900,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Illua&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,이비스 앰배서더 부산 해운대,7.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI511739476.jpg&type=f320_240_hotel,132000,https://hotels.naver.com/item?hotelFileName=hotel%3AIbis_Ambassador_Busan_Haeundae&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,하운드호텔 해운대 시그니처,8.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI695333006.jpg&type=f320_240_hotel,201894,https://hotels.naver.com/item?hotelFileName=hotel%3AHound_Hotel_Signature_Haeundae&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,호텔 케니 기장,7.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI731347405.jpg&type=f320_240_hotel,90100,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Kenny_Gijang&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,기장군,0
2023-08-01,호텔 라온,8.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI587970296.jpg&type=f320_240_hotel,234000,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Laon&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,오션 더 포인트 호텔,8.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI742534317.jpg&type=f320_240_hotel,173890,https://hotels.naver.com/item?hotelFileName=hotel%3AOcean_The_Point_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,수영구,0
2023-08-01,지엔비 호텔,8.4,https://search.pstatic.net/common/?src=https://media.datahc.com/HI319808967.jpg&type=f320_240_hotel,121331,https://hotels.naver.com/item?hotelFileName=hotel%3AGNB_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,중구,0
2023-08-01,이비스 앰배서더 부산시티센터,8.1,https://search.pstatic.net/common/?src=https://media.datahc.com/HI367051779.jpg&type=f320_240_hotel,123750,https://hotels.naver.com/item?hotelFileName=hotel%3AIbis_Ambassador_Busan_City_Centre&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,부산진구,0
2023-08-01,해운대센트럴호텔,7.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI708457254.jpg&type=f320_240_hotel,293947,https://hotels.naver.com/item?hotelFileName=hotel%3AHaeundae_Central_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,리베로 호텔,7.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI276745133.jpg&type=f320_240_hotel,153054,https://hotels.naver.com/item?hotelFileName=hotel%3ALibero_Hotel_Haeundae&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,베스트루이스해밀턴호텔 오션테라스,8.3,https://search.pstatic.net/common/?src=https://media.datahc.com/HI742534289.jpg&type=f320_240_hotel,222863,https://hotels.naver.com/item?hotelFileName=hotel%3ABest_Louis_Hamilton_Hotel_Ocean_Terrace&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,기장군,0
2023-08-01,노스하버호텔,-1.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI805545401.jpg&type=f320_240_hotel,135698,https://hotels.naver.com/item?hotelFileName=hotel%3ANorthharbor_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,영도구,0
2023-08-01,베스트 루이스 해밀턴 해운대,8.4,https://search.pstatic.net/common/?src=https://media.datahc.com/HI604317325.jpg&type=f320_240_hotel,119768,https://hotels.naver.com/item?hotelFileName=hotel%3ABest_Louis_Hamilton_Haeundae&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,페어필드 바이 메리어트 부산 송도 비치,8.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI602843587.jpg&type=f320_240_hotel,335500,https://hotels.naver.com/item?hotelFileName=hotel%3AFairfield_by_Marriott_Busan_Songdo_Beach&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,서구,0
2023-08-01,하운드 호텔 부산역,8.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI804754598.jpg&type=f320_240_hotel,146402,https://hotels.naver.com/item?hotelFileName=hotel%3AHound_Hotel_Busan_Station&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,동구,0
2023-08-01,스탠포드 호텔 부산,8.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI587509470.jpg&type=f320_240_hotel,102000,https://hotels.naver.com/item?hotelFileName=hotel%3AStanford_Hotel_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,중구,0
2023-08-01,서면 덴바스타 센트럴 호텔,-1.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI800953198.jpg&type=f320_240_hotel,157500,https://hotels.naver.com/item?hotelFileName=hotel%3ADen_Basta_Central_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,부산진구,0
2023-08-01,사우스반데코호텔,7.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI802810931.jpg&type=f320_240_hotel,112880,https://hotels.naver.com/item?hotelFileName=hotel%3ASouth_Vandeco_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,부산진구,0
2023-08-01,센텀 스위트 호텔,8.3,https://search.pstatic.net/common/?src=https://media.datahc.com/HI780209485.jpg&type=f320_240_hotel,101395,https://hotels.naver.com/item?hotelFileName=hotel%3ACentum_Suite_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,호텔 아쿠아펠리스,7.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI711498526.jpg&type=f320_240_hotel,239000,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Aqua_Palace&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,수영구,0
2023-08-01,부산역 시티호텔,8.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI738365145.jpg&type=f320_240_hotel,170267,https://hotels.naver.com/item?hotelFileName=hotel%3ABusan_Station_City_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,동구,0
2023-08-01,호텔포레 더 스파,8.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI764300378.jpg&type=f320_240_hotel,111320,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Foret_The_Spa&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,동구,0
2023-08-01,호텔포레 프리미어 남포점,8.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI548286447.jpg&type=f320_240_hotel,129098,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Foret_Premier_Nampo&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,중구,0
2023-08-01,브라운도트 호텔 기장 연화리점,9.1,https://search.pstatic.net/common/?src=https://media.datahc.com/HI598060699.jpg&type=f320_240_hotel,146715,https://hotels.naver.com/item?hotelFileName=hotel%3ABrown_Dot_Gijang_Yeonhwari&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,기장군,0
2023-08-01,베이몬드 호텔 해운대,8.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI549909665.jpg&type=f320_240_hotel,282218,https://hotels.naver.com/item?hotelFileName=hotel%3ABaymond_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,선셋 비즈니스 호텔,7.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI544739577.jpg&type=f320_240_hotel,119739,https://hotels.naver.com/item?hotelFileName=hotel%3ASunset_Business_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,해운대 블루스토리 호텔,8.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI786902815.jpg&type=f320_240_hotel,120736,https://hotels.naver.com/item?hotelFileName=hotel%3AHaeundae_Blue_Story&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,아르반 시티 호텔,8.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI506844291.jpg&type=f320_240_hotel,75605,https://hotels.naver.com/item?hotelFileName=hotel%3AArban_City_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,연제구,0
2023-08-01,에이치에비뉴 호텔 광안리 해변점,8.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI586455632.jpg&type=f320_240_hotel,200539,https://hotels.naver.com/item?hotelFileName=hotel%3AH_Avenue_Gwangan_Beach&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,수영구,0
2023-08-01,비센트호텔,7.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI402156204.jpg&type=f320_240_hotel,70462,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_B_cent&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,중구,0
2023-08-01,브라운도트 호텔 시그니처 만덕점,8.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI629869756.jpg&type=f320_240_hotel,56985,https://hotels.naver.com/item?hotelFileName=hotel%3ABrown_Dot_Hotel_Signature_Mandeok&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,북구,0
2023-08-01,브라운도트호텔 송정점,7.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI795325076.jpg&type=f320_240_hotel,217000,https://hotels.naver.com/item?hotelFileName=hotel%3ABrown_Dot_Songjeong&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,베스트루이스해밀턴호텔 기장점,7.3,https://search.pstatic.net/common/?src=https://media.datahc.com/HI709131342.jpg&type=f320_240_hotel,129548,https://hotels.naver.com/item?hotelFileName=hotel%3ABest_Louis_Hamilton_Hotel_Gijang&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,기장군,0
2023-08-01,송정 호텔,8.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI755212418.jpg&type=f320_240_hotel,150000,https://hotels.naver.com/item?hotelFileName=hotel%3ASongjung_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,브라운도트호텔 초읍점,6.4,https://search.pstatic.net/common/?src=https://media.datahc.com/HI795323554.jpg&type=f320_240_hotel,58795,https://hotels.naver.com/item?hotelFileName=hotel%3ABrown_Dot_Choup&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,부산진구,0
2023-08-01,팔레드 시즈 콘도,8.3,https://search.pstatic.net/common/?src=https://media.datahc.com/HI779246039.jpg&type=f320_240_hotel,294185,https://hotels.naver.com/item?hotelFileName=hotel%3APale_de_Cz_Condo&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,하운드 가든&테라스 호텔,8.4,https://search.pstatic.net/common/?src=https://media.datahc.com/HI770019300.jpg&type=f320_240_hotel,205267,https://hotels.naver.com/item?hotelFileName=hotel%3AHound_Garden_Terrace_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,베이하운드호텔,8.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI595184835.jpg&type=f320_240_hotel,104739,https://hotels.naver.com/item?hotelFileName=hotel%3ABay_Hound_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,영도구,0
2023-08-01,커넥트부산호텔,8.1,https://vertical.pstatic.net/vertical/static/hotel/common/blank.png,95686,https://hotels.naver.com/item?hotelFileName=hotel%3AConnect_Busan_Hotel_Residence&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,중구,0
2023-08-01,그랜드베른호텔,-1.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI802217538.jpg&type=f320_240_hotel,187000,https://hotels.naver.com/item?hotelFileName=hotel%3AGrand_Bern_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,영도구,0
2023-08-01,브라운도트호텔 기장역점,-1.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI800813268.jpg&type=f320_240_hotel,119335,https://hotels.naver.com/item?hotelFileName=hotel%3ABrown_Dot_Hotel_Gijang_Station&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,기장군,0
2023-08-01,광수호텔,8.3,https://search.pstatic.net/common/?src=https://media.datahc.com/HI790806450.jpg&type=f320_240_hotel,160000,https://hotels.naver.com/item?hotelFileName=hotel%3AKwangsu_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,더클럽호텔 기장연화리점,8.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI770791885.jpg&type=f320_240_hotel,192060,https://hotels.naver.com/item?hotelFileName=hotel%3AThe_Club_Hotel_Gigang_Yeonhwari&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,기장군,0
2023-08-01,아크 블루 호텔 부산,8.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI506844678.jpg&type=f320_240_hotel,140390,https://hotels.naver.com/item?hotelFileName=hotel%3AArk_Blue_Hotel_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,코티스 앰배서더 호텔,-1.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI805696484.jpg&type=f320_240_hotel,287946,https://hotels.naver.com/item?hotelFileName=hotel%3ACOTICE_Ambassador_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,시애틀비 호텔,8.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI592534876.jpg&type=f320_240_hotel,89298,https://hotels.naver.com/item?hotelFileName=hotel%3ASeattleB_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,연제구,0
2023-08-01,이비스 버젯 앰배서더 부산 해운대,8.2,https://search.pstatic.net/common/?src=https://media.datahc.com/HI330508321.jpg&type=f320_240_hotel,114400,https://hotels.naver.com/item?hotelFileName=hotel%3AIbis_Budget_Ambassador_Busan_Haeundae&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,브라운도트 비지니스호텔 서면롯데점,8.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI551117313.jpg&type=f320_240_hotel,123683,https://hotels.naver.com/item?hotelFileName=hotel%3ABrown_Dot_Business_Seomyeon&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,부산진구,0
2023-08-01,동래 덴바스타호텔,-1.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI786432772.jpg&type=f320_240_hotel,169742,https://hotels.naver.com/item?hotelFileName=hotel%3ADongrae_Denbasta_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,동래,0
2023-08-01,하운드 호텔 프리미어 남포,8.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI514999735.jpg&type=f320_240_hotel,105566,https://hotels.naver.com/item?hotelFileName=hotel%3AHound_Hotel_Premier_Nampo&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,중구,0
2023-08-01,오션투헤븐 호텔,8.9,https://search.pstatic.net/common/?src=https://media.datahc.com/HI748644931.jpg&type=f320_240_hotel,146685,https://hotels.naver.com/item?hotelFileName=hotel%3ANampo_Ocean_2_Heaven&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,수영구,0
2023-08-01,그리핀베이 호텔,8.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI748644892.jpg&type=f320_240_hotel,118388,https://hotels.naver.com/item?hotelFileName=hotel%3AGriffinbay&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,중구,0
2023-08-01,AG405 호텔,8.8,https://search.pstatic.net/common/?src=https://media.datahc.com/HI700698369.jpg&type=f320_240_hotel,171056,https://hotels.naver.com/item?hotelFileName=hotel%3AAG405_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,수영구,0
2023-08-01,에어텔 부산,3.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI788321742.jpg&type=f320_240_hotel,23895,https://hotels.naver.com/item?hotelFileName=hotel%3AAirtel_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,사상구,0
2023-08-01,경성여관,9.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI757794196.jpg&type=f320_240_hotel,152313,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Kyungsung&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,부산진구,0
2023-08-01,브라운 도트 부산역 스카이 가든,8.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI500283674.jpg&type=f320_240_hotel,97882,https://hotels.naver.com/item?hotelFileName=hotel%3ABrown_Dot_Busan_Station_Sky_Garden&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,동구,0
2023-08-01,베스트루이스해밀턴호텔 광안점,7.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI794100456.jpg&type=f320_240_hotel,150749,https://hotels.naver.com/item?hotelFileName=hotel%3ABest_Louis_Hamilton_Hotel_Gwangan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,수영구,0
2023-08-01,센텀빅토리아호텔,7.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI787849888.jpg&type=f320_240_hotel,85608,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Centum_Victoria_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,호텔 런더너 광안점,7.5,https://search.pstatic.net/common/?src=https://media.datahc.com/HI774590745.jpg&type=f320_240_hotel,213082,https://hotels.naver.com/item?hotelFileName=hotel%3ALondoner_Hotel_Gwangan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,수영구,0
2023-08-01,마리안느 호텔,7.1,https://search.pstatic.net/common/?src=https://media.datahc.com/HI556321028.jpg&type=f320_240_hotel,118542,https://hotels.naver.com/item?hotelFileName=hotel%3AMarianne_Hotel_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,송정올라호텔,7.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI520294608.jpg&type=f320_240_hotel,183656,https://hotels.naver.com/item?hotelFileName=hotel%3ACarib_Hotel_Songjeong&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,엘시티 레지던스,9.1,https://search.pstatic.net/common/?src=https://media.datahc.com/HI801047970.jpg&type=f320_240_hotel,840000,https://hotels.naver.com/item?hotelFileName=hotel%3ALCT_Residence&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,해운대구,0
2023-08-01,아르반 호텔,9.0,https://search.pstatic.net/common/?src=https://media.datahc.com/HI588206361.jpg&type=f320_240_hotel,130000,https://hotels.naver.com/item?hotelFileName=hotel%3AArban_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,부산진구,0
2023-08-01,부산 아벤트리 호텔,8.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI232247697.jpg&type=f320_240_hotel,86288,https://hotels.naver.com/item?hotelFileName=hotel%3AAventree_Hotel_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,중구,0
2023-08-01,부산 관광호텔,7.4,https://search.pstatic.net/common/?src=https://media.datahc.com/HI521014964.jpg&type=f320_240_hotel,52527,https://hotels.naver.com/item?hotelFileName=hotel%3ABusan_Tourist_Hotel&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,중구,0
2023-08-01,에어포트 호텔,7.7,https://search.pstatic.net/common/?src=https://media.datahc.com/HI358247686.jpg&type=f320_240_hotel,94554,https://hotels.naver.com/item?hotelFileName=hotel%3AHotel_Airport_Busan&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,강서구,0
2023-08-01,하운드 호텔 서면,7.6,https://search.pstatic.net/common/?src=https://media.datahc.com/HI595006544.jpg&type=f320_240_hotel,107290,https://hotels.naver.com/item?hotelFileName=hotel%3AHound_Hotel_Seomyeon&adultCnt=2&checkIn=2023-08-01&checkOut=2023-08-02&includeTax=true,부산진구,0
