date,name,saled_price,capacity,type
2023-08-18,더 뉴 그랜저 2.4,208200,4,하이브리드
2023-08-18,더 뉴 그랜저 3.3,214800,4,가솔린
2023-08-18,팰리세이드 2WD,224400,7,디젤
2023-08-18,All New G80 2.5,276600,4,가솔린
2023-08-18,G90 3.8,331800,4,가솔린
2023-08-18,ALL NEW K3,72600,4,가솔린
2023-08-18,니로,93600,4,전기차
2023-08-18,더 뉴 그랜드 스타렉스,152400,1,디젤
2023-08-18,쏘렌토 MQ4,170400,5,하이브리드
2023-08-18,GV80 4WD,312000,5,디젤
2023-08-19,캐스퍼,81900,4,가솔린
2023-08-19,더 뉴 K3,82550,4,가솔린
2023-08-19,아반떼 AD ,82550,4,가솔린
2023-08-19,올 뉴 아반떼,82550,4,가솔린
2023-08-19,INTERACTIVE K5,127400,4,가솔린
2023-08-19,볼트,68600,4,전기차
2023-08-19,쏘나타 DN8,127400,4,가솔린
2023-08-19,INTERACTIVE K5,131950,4,하이브리드
2023-08-19,THE ALL NEW NIRO,135200,4,하이브리드
2023-08-19,니로,93600,4,전기차
2023-08-19,EV6 2WD,150150,4,전기차
2023-08-19,스포티지 NQ5 2WD,163800,4,하이브리드
2023-08-19,스포티지 NQ5 2WD 1.6T,163800,4,가솔린
2023-08-19,더 뉴 그랜드 스타렉스,180050,9,디젤
2023-08-19,더 뉴 싼타페 2WD,184600,5,디젤
2023-08-19,스타리아,188500,1,디젤
2023-08-19,더 뉴 카니발,202800,9,디젤
2023-08-19,카니발 KA4,202800,9,디젤
2023-08-19,EV6 4WD,204750,4,전기차
2023-08-19,K8 2.5,214500,4,가솔린
2023-08-19,더 뉴 그랜저 2.4,225550,4,하이브리드
2023-08-19,더 뉴 그랜저 3.3,232700,4,가솔린
2023-08-19,팰리세이드 2WD,243100,7,디젤
2023-08-19,All New G80 2.5,299650,4,가솔린
2023-08-19,G90 3.8,359450,4,가솔린
2023-08-19,ALL NEW K3,78650,4,가솔린
2023-08-19,더 뉴 그랜드 스타렉스,165100,1,디젤
2023-08-19,쏘렌토 MQ4,184600,5,하이브리드
2023-08-19,GV80 4WD,338000,5,디젤
2023-08-20,캐스퍼,81900,4,가솔린
2023-08-20,더 뉴 K3,82550,4,가솔린
2023-08-20,아반떼 AD ,82550,4,가솔린
2023-08-20,올 뉴 아반떼,82550,4,가솔린
2023-08-20,INTERACTIVE K5,127400,4,가솔린
2023-08-20,볼트,68600,4,전기차
2023-08-20,쏘나타 DN8,127400,4,가솔린
2023-08-20,INTERACTIVE K5,131950,4,하이브리드
2023-08-20,니로,93600,4,전기차
2023-08-20,EV6 2WD,150150,4,전기차
2023-08-20,스포티지 NQ5 2WD,163800,4,하이브리드
2023-08-20,스포티지 NQ5 2WD 1.6T,163800,4,가솔린
2023-08-20,더 뉴 그랜드 스타렉스,180050,9,디젤
2023-08-20,더 뉴 싼타페 2WD,184600,5,디젤
2023-08-20,스타리아,188500,1,디젤
2023-08-20,더 뉴 카니발,202800,9,디젤
2023-08-20,카니발 KA4,202800,9,디젤
2023-08-20,EV6 4WD,204750,4,전기차
2023-08-20,K8 2.5,214500,4,가솔린
2023-08-20,더 뉴 그랜저 2.4,225550,4,하이브리드
2023-08-20,더 뉴 그랜저 3.3,232700,4,가솔린
2023-08-20,팰리세이드 2WD,243100,7,디젤
2023-08-20,All New G80 2.5,299650,4,가솔린
2023-08-20,GV80 4WD,338000,5,디젤
2023-08-20,G90 3.8,359450,4,가솔린
2023-08-20,ALL NEW K3,78650,4,가솔린
2023-08-20,THE ALL NEW NIRO,135200,4,하이브리드
2023-08-20,더 뉴 그랜드 스타렉스,165100,1,디젤
2023-08-20,쏘렌토 MQ4,184600,5,하이브리드
2023-08-21,캐스퍼,75600,4,가솔린
2023-08-21,더 뉴 K3,76200,4,가솔린
2023-08-21,아반떼 AD ,76200,4,가솔린
2023-08-21,올 뉴 아반떼,76200,4,가솔린
2023-08-21,INTERACTIVE K5,117600,4,가솔린
2023-08-21,볼트,68600,4,전기차
2023-08-21,쏘나타 DN8,117600,4,가솔린
2023-08-21,INTERACTIVE K5,121800,4,하이브리드
2023-08-21,니로,93600,4,전기차
2023-08-21,EV6 2WD,138600,4,전기차
2023-08-21,스포티지 NQ5 2WD,151200,4,하이브리드
2023-08-21,스포티지 NQ5 2WD 1.6T,151200,4,가솔린
2023-08-21,더 뉴 싼타페 2WD,170400,5,디젤
2023-08-21,쏘렌토 MQ4,170400,5,하이브리드
2023-08-21,스타리아,174000,1,디젤
2023-08-21,더 뉴 카니발,187200,9,디젤
2023-08-21,카니발 KA4,187200,9,디젤
2023-08-21,EV6 4WD,189000,4,전기차
2023-08-21,K8 2.5,198000,4,가솔린
2023-08-21,더 뉴 그랜저 2.4,208200,4,하이브리드
2023-08-21,더 뉴 그랜저 3.3,214800,4,가솔린
2023-08-21,팰리세이드 2WD,224400,7,디젤
2023-08-21,All New G80 2.5,276600,4,가솔린
2023-08-21,GV80 4WD,312000,5,디젤
2023-08-21,G90 3.8,331800,4,가솔린
2023-08-21,ALL NEW K3,72600,4,가솔린
2023-08-21,THE ALL NEW NIRO,124800,4,하이브리드
2023-08-21,더 뉴 그랜드 스타렉스,152400,1,디젤
2023-08-21,더 뉴 그랜드 스타렉스,166200,9,디젤
2023-08-22,더 뉴 K3,76200,4,가솔린
2023-08-22,아반떼 AD ,76200,4,가솔린
2023-08-22,올 뉴 아반떼,76200,4,가솔린
2023-08-22,INTERACTIVE K5,117600,4,가솔린
2023-08-22,볼트,68600,4,전기차
2023-08-22,쏘나타 DN8,117600,4,가솔린
2023-08-22,INTERACTIVE K5,121800,4,하이브리드
2023-08-22,니로,93600,4,전기차
2023-08-22,EV6 2WD,138600,4,전기차
2023-08-22,스포티지 NQ5 2WD,151200,4,하이브리드
2023-08-22,스포티지 NQ5 2WD 1.6T,151200,4,가솔린
2023-08-22,더 뉴 싼타페 2WD,170400,5,디젤
2023-08-22,쏘렌토 MQ4,170400,5,하이브리드
2023-08-22,스타리아,174000,1,디젤
2023-08-22,더 뉴 카니발,187200,9,디젤
2023-08-22,카니발 KA4,187200,9,디젤
2023-08-22,EV6 4WD,189000,4,전기차
2023-08-22,K8 2.5,198000,4,가솔린
2023-08-22,더 뉴 그랜저 2.4,208200,4,하이브리드
2023-08-22,더 뉴 그랜저 3.3,214800,4,가솔린
2023-08-22,팰리세이드 2WD,224400,7,디젤
2023-08-22,All New G80 2.5,276600,4,가솔린
2023-08-22,GV80 4WD,312000,5,디젤
2023-08-22,G90 3.8,331800,4,가솔린
2023-08-22,ALL NEW K3,72600,4,가솔린
2023-08-22,캐스퍼,75600,4,가솔린
2023-08-22,THE ALL NEW NIRO,124800,4,하이브리드
2023-08-22,더 뉴 그랜드 스타렉스,152400,1,디젤
2023-08-22,더 뉴 그랜드 스타렉스,166200,9,디젤
2023-08-23,ALL NEW K3,72600,4,가솔린
2023-08-23,더 뉴 K3,76200,4,가솔린
2023-08-23,아반떼 AD ,76200,4,가솔린
2023-08-23,올 뉴 아반떼,76200,4,가솔린
2023-08-23,INTERACTIVE K5,117600,4,가솔린
2023-08-23,볼트,68600,4,전기차
2023-08-23,쏘나타 DN8,117600,4,가솔린
2023-08-23,INTERACTIVE K5,121800,4,하이브리드
2023-08-23,니로,93600,4,전기차
2023-08-23,EV6 2WD,138600,4,전기차
2023-08-23,스포티지 NQ5 2WD,151200,4,하이브리드
2023-08-23,스포티지 NQ5 2WD 1.6T,151200,4,가솔린
2023-08-23,더 뉴 싼타페 2WD,170400,5,디젤
2023-08-23,쏘렌토 MQ4,170400,5,하이브리드
2023-08-23,스타리아,174000,1,디젤
2023-08-23,더 뉴 카니발,187200,9,디젤
2023-08-23,카니발 KA4,187200,9,디젤
2023-08-23,EV6 4WD,189000,4,전기차
2023-08-23,K8 2.5,198000,4,가솔린
2023-08-23,더 뉴 그랜저 2.4,208200,4,하이브리드
2023-08-23,더 뉴 그랜저 3.3,214800,4,가솔린
2023-08-23,팰리세이드 2WD,224400,7,디젤
2023-08-23,All New G80 2.5,276600,4,가솔린
2023-08-23,GV80 4WD,312000,5,디젤
2023-08-23,G90 3.8,331800,4,가솔린
2023-08-23,캐스퍼,75600,4,가솔린
2023-08-23,THE ALL NEW NIRO,124800,4,하이브리드
2023-08-23,더 뉴 그랜드 스타렉스,152400,1,디젤
2023-08-23,더 뉴 그랜드 스타렉스,166200,9,디젤
2023-08-24,ALL NEW K3,72600,4,가솔린
2023-08-24,더 뉴 K3,76200,4,가솔린
2023-08-24,아반떼 AD ,76200,4,가솔린
2023-08-24,올 뉴 아반떼,76200,4,가솔린
2023-08-24,INTERACTIVE K5,117600,4,가솔린
2023-08-24,볼트,68600,4,전기차
2023-08-24,쏘나타 DN8,117600,4,가솔린
2023-08-24,INTERACTIVE K5,121800,4,하이브리드
2023-08-24,니로,93600,4,전기차
2023-08-24,EV6 2WD,138600,4,전기차
2023-08-24,스포티지 NQ5 2WD 1.6T,151200,4,가솔린
2023-08-24,더 뉴 싼타페 2WD,170400,5,디젤
2023-08-24,쏘렌토 MQ4,170400,5,하이브리드
2023-08-24,스타리아,174000,1,디젤
2023-08-24,더 뉴 카니발,187200,9,디젤
2023-08-24,카니발 KA4,187200,9,디젤
2023-08-24,EV6 4WD,189000,4,전기차
2023-08-24,K8 2.5,198000,4,가솔린
2023-08-24,더 뉴 그랜저 2.4,208200,4,하이브리드
2023-08-24,더 뉴 그랜저 3.3,214800,4,가솔린
2023-08-24,팰리세이드 2WD,224400,7,디젤
2023-08-24,All New G80 2.5,276600,4,가솔린
2023-08-24,GV80 4WD,312000,5,디젤
2023-08-24,G90 3.8,331800,4,가솔린
2023-08-24,캐스퍼,75600,4,가솔린
2023-08-24,THE ALL NEW NIRO,124800,4,하이브리드
2023-08-24,스포티지 NQ5 2WD,151200,4,하이브리드
2023-08-24,더 뉴 그랜드 스타렉스,152400,1,디젤
2023-08-24,더 뉴 그랜드 스타렉스,166200,9,디젤
2023-08-25,캐스퍼,75600,4,가솔린
2023-08-25,더 뉴 K3,76200,4,가솔린
2023-08-25,아반떼 AD ,76200,4,가솔린
2023-08-25,올 뉴 아반떼,76200,4,가솔린
2023-08-25,INTERACTIVE K5,117600,4,가솔린
2023-08-25,볼트,68600,4,전기차
2023-08-25,쏘나타 DN8,117600,4,가솔린
2023-08-25,INTERACTIVE K5,121800,4,하이브리드
2023-08-25,니로,93600,4,전기차
2023-08-25,EV6 2WD,138600,4,전기차
2023-08-25,스포티지 NQ5 2WD 1.6T,151200,4,가솔린
2023-08-25,더 뉴 싼타페 2WD,170400,5,디젤
2023-08-25,스타리아,174000,1,디젤
2023-08-25,더 뉴 카니발,187200,9,디젤
2023-08-25,카니발 KA4,187200,9,디젤
2023-08-25,EV6 4WD,189000,4,전기차
2023-08-25,K8 2.5,198000,4,가솔린
2023-08-25,더 뉴 그랜저 2.4,208200,4,하이브리드
2023-08-25,더 뉴 그랜저 3.3,214800,4,가솔린
2023-08-25,팰리세이드 2WD,224400,7,디젤
2023-08-25,All New G80 2.5,276600,4,가솔린
2023-08-25,GV80 4WD,312000,5,디젤
2023-08-25,G90 3.8,331800,4,가솔린
2023-08-25,ALL NEW K3,72600,4,가솔린
2023-08-25,THE ALL NEW NIRO,124800,4,하이브리드
2023-08-25,스포티지 NQ5 2WD,151200,4,하이브리드
2023-08-25,더 뉴 그랜드 스타렉스,152400,1,디젤
2023-08-25,더 뉴 그랜드 스타렉스,166200,9,디젤
2023-08-25,쏘렌토 MQ4,170400,5,하이브리드
2023-08-26,캐스퍼,81900,4,가솔린
2023-08-26,더 뉴 K3,82550,4,가솔린
2023-08-26,아반떼 AD ,82550,4,가솔린
2023-08-26,올 뉴 아반떼,82550,4,가솔린
2023-08-26,INTERACTIVE K5,127400,4,가솔린
2023-08-26,볼트,68600,4,전기차
2023-08-26,쏘나타 DN8,127400,4,가솔린
2023-08-26,INTERACTIVE K5,131950,4,하이브리드
2023-08-26,니로,93600,4,전기차
2023-08-26,EV6 2WD,150150,4,전기차
2023-08-26,스포티지 NQ5 2WD 1.6T,163800,4,가솔린
2023-08-26,더 뉴 싼타페 2WD,184600,5,디젤
2023-08-26,스타리아,188500,1,디젤
2023-08-26,더 뉴 카니발,202800,9,디젤
2023-08-26,카니발 KA4,202800,9,디젤
2023-08-26,EV6 4WD,204750,4,전기차
2023-08-26,K8 2.5,214500,4,가솔린
2023-08-26,더 뉴 그랜저 2.4,225550,4,하이브리드
2023-08-26,더 뉴 그랜저 3.3,232700,4,가솔린
2023-08-26,팰리세이드 2WD,243100,7,디젤
2023-08-26,All New G80 2.5,299650,4,가솔린
2023-08-26,G90 3.8,359450,4,가솔린
2023-08-26,ALL NEW K3,78650,4,가솔린
2023-08-26,THE ALL NEW NIRO,135200,4,하이브리드
2023-08-26,스포티지 NQ5 2WD,163800,4,하이브리드
2023-08-26,더 뉴 그랜드 스타렉스,165100,1,디젤
2023-08-26,더 뉴 그랜드 스타렉스,180050,9,디젤
2023-08-26,쏘렌토 MQ4,184600,5,하이브리드
2023-08-26,GV80 4WD,338000,5,디젤
2023-08-27,캐스퍼,81900,4,가솔린
2023-08-27,더 뉴 K3,82550,4,가솔린
2023-08-27,아반떼 AD ,82550,4,가솔린
2023-08-27,올 뉴 아반떼,82550,4,가솔린
2023-08-27,INTERACTIVE K5,127400,4,가솔린
2023-08-27,볼트,68600,4,전기차
2023-08-27,쏘나타 DN8,127400,4,가솔린
2023-08-27,INTERACTIVE K5,131950,4,하이브리드
2023-08-27,니로,93600,4,전기차
2023-08-27,EV6 2WD,150150,4,전기차
2023-08-27,스포티지 NQ5 2WD 1.6T,163800,4,가솔린
2023-08-27,더 뉴 싼타페 2WD,184600,5,디젤
2023-08-27,스타리아,188500,1,디젤
2023-08-27,더 뉴 카니발,202800,9,디젤
2023-08-27,카니발 KA4,202800,9,디젤
2023-08-27,EV6 4WD,204750,4,전기차
2023-08-27,K8 2.5,214500,4,가솔린
2023-08-27,더 뉴 그랜저 2.4,225550,4,하이브리드
2023-08-27,더 뉴 그랜저 3.3,232700,4,가솔린
2023-08-27,팰리세이드 2WD,243100,7,디젤
2023-08-27,All New G80 2.5,299650,4,가솔린
2023-08-27,G90 3.8,359450,4,가솔린
2023-08-27,ALL NEW K3,78650,4,가솔린
2023-08-27,THE ALL NEW NIRO,135200,4,하이브리드
2023-08-27,스포티지 NQ5 2WD,163800,4,하이브리드
2023-08-27,더 뉴 그랜드 스타렉스,165100,1,디젤
2023-08-27,더 뉴 그랜드 스타렉스,180050,9,디젤
2023-08-27,쏘렌토 MQ4,184600,5,하이브리드
2023-08-27,GV80 4WD,338000,5,디젤
2023-08-28,캐스퍼,75600,4,가솔린
2023-08-28,더 뉴 K3,76200,4,가솔린
2023-08-28,아반떼 AD ,76200,4,가솔린
2023-08-28,올 뉴 아반떼,76200,4,가솔린
2023-08-28,INTERACTIVE K5,117600,4,가솔린
2023-08-28,볼트,68600,4,전기차
2023-08-28,쏘나타 DN8,117600,4,가솔린
2023-08-28,INTERACTIVE K5,121800,4,하이브리드
2023-08-28,니로,93600,4,전기차
2023-08-28,EV6 2WD,138600,4,전기차
2023-08-28,스포티지 NQ5 2WD,151200,4,하이브리드
2023-08-28,스포티지 NQ5 2WD 1.6T,151200,4,가솔린
2023-08-28,더 뉴 그랜드 스타렉스,152400,1,디젤
2023-08-28,더 뉴 싼타페 2WD,170400,5,디젤
2023-08-28,스타리아,174000,1,디젤
2023-08-28,더 뉴 카니발,187200,9,디젤
2023-08-28,카니발 KA4,187200,9,디젤
2023-08-28,EV6 4WD,189000,4,전기차
2023-08-28,K8 2.5,198000,4,가솔린
2023-08-28,더 뉴 그랜저 2.4,208200,4,하이브리드
2023-08-28,더 뉴 그랜저 3.3,214800,4,가솔린
2023-08-28,팰리세이드 2WD,224400,7,디젤
2023-08-28,All New G80 2.5,276600,4,가솔린
2023-08-28,G90 3.8,331800,4,가솔린
2023-08-28,ALL NEW K3,72600,4,가솔린
2023-08-28,THE ALL NEW NIRO,124800,4,하이브리드
2023-08-28,더 뉴 그랜드 스타렉스,166200,9,디젤
2023-08-28,쏘렌토 MQ4,170400,5,하이브리드
2023-08-28,GV80 4WD,312000,5,디젤
2023-08-29,캐스퍼,75600,4,가솔린
2023-08-29,더 뉴 K3,76200,4,가솔린
2023-08-29,아반떼 AD ,76200,4,가솔린
2023-08-29,올 뉴 아반떼,76200,4,가솔린
2023-08-29,INTERACTIVE K5,117600,4,가솔린
2023-08-29,볼트,68600,4,전기차
2023-08-29,쏘나타 DN8,117600,4,가솔린
2023-08-29,INTERACTIVE K5,121800,4,하이브리드
2023-08-29,니로,93600,4,전기차
2023-08-29,EV6 2WD,138600,4,전기차
2023-08-29,스포티지 NQ5 2WD,151200,4,하이브리드
2023-08-29,스포티지 NQ5 2WD 1.6T,151200,4,가솔린
2023-08-29,더 뉴 그랜드 스타렉스,152400,1,디젤
2023-08-29,스타리아,174000,1,디젤
2023-08-29,더 뉴 카니발,187200,9,디젤
2023-08-29,카니발 KA4,187200,9,디젤
2023-08-29,EV6 4WD,189000,4,전기차
2023-08-29,K8 2.5,198000,4,가솔린
2023-08-29,더 뉴 그랜저 2.4,208200,4,하이브리드
2023-08-29,더 뉴 그랜저 3.3,214800,4,가솔린
2023-08-29,팰리세이드 2WD,224400,7,디젤
2023-08-29,All New G80 2.5,276600,4,가솔린
2023-08-29,G90 3.8,331800,4,가솔린
2023-08-29,ALL NEW K3,72600,4,가솔린
2023-08-29,THE ALL NEW NIRO,124800,4,하이브리드
2023-08-29,더 뉴 그랜드 스타렉스,166200,9,디젤
2023-08-29,더 뉴 싼타페 2WD,170400,5,디젤
2023-08-29,쏘렌토 MQ4,170400,5,하이브리드
2023-08-29,GV80 4WD,312000,5,디젤
2023-08-30,캐스퍼,75600,4,가솔린
2023-08-30,더 뉴 K3,76200,4,가솔린
2023-08-30,아반떼 AD ,76200,4,가솔린
2023-08-30,올 뉴 아반떼,76200,4,가솔린
2023-08-30,INTERACTIVE K5,117600,4,가솔린
2023-08-30,볼트,68600,4,전기차
2023-08-30,쏘나타 DN8,117600,4,가솔린
2023-08-30,INTERACTIVE K5,121800,4,하이브리드
2023-08-30,니로,93600,4,전기차
2023-08-30,EV6 2WD,138600,4,전기차
2023-08-30,스포티지 NQ5 2WD,151200,4,하이브리드
2023-08-30,스포티지 NQ5 2WD 1.6T,151200,4,가솔린
2023-08-30,더 뉴 그랜드 스타렉스,152400,1,디젤
2023-08-30,더 뉴 그랜드 스타렉스,166200,9,디젤
2023-08-30,스타리아,174000,1,디젤
2023-08-30,더 뉴 카니발,187200,9,디젤
2023-08-30,카니발 KA4,187200,9,디젤
2023-08-30,EV6 4WD,189000,4,전기차
2023-08-30,K8 2.5,198000,4,가솔린
2023-08-30,더 뉴 그랜저 2.4,208200,4,하이브리드
2023-08-30,더 뉴 그랜저 3.3,214800,4,가솔린
2023-08-30,팰리세이드 2WD,224400,7,디젤
2023-08-30,All New G80 2.5,276600,4,가솔린
2023-08-30,G90 3.8,331800,4,가솔린
2023-08-30,ALL NEW K3,72600,4,가솔린
2023-08-30,THE ALL NEW NIRO,124800,4,하이브리드
2023-08-30,더 뉴 싼타페 2WD,170400,5,디젤
2023-08-30,쏘렌토 MQ4,170400,5,하이브리드
2023-08-30,GV80 4WD,312000,5,디젤
